term	freq	z_score	p_val	fdr_corrected
ventral premotor	10	6.769255112136174	1.2944711558106367e-11	3.9643179146700746e-10
posterior parietal	9	7.277284610699624	3.406061932739292e-13	2.781617245070422e-11
imagery	7	4.385387590846003	1.1577943602015419e-05	7.666476168902102e-05
motor task	4	2.7899335825066567	0.005271885507448869	0.014039260318749705
premotor cortex	11	4.561599840939758	5.076532683573695e-06	4.2887948533639835e-05
execution	9	4.3929351748828545	1.1183048070702886e-05	7.610685492561685e-05
motor imagery	9	4.683107328375114	2.8255846610458133e-06	2.5639564516897193e-05
hands	5	3.1923690224634518	0.0014111092568122876	0.004609623572253473
mirror	3	2.7114427294806047	0.006699111251661943	0.017276655333233432
visuomotor	4	4.274726082888271	1.913724268755863e-05	0.00012022113996030422
mental imagery	2	3.6738009611771436	0.00023896890718330433	0.0011709476451981912
inferior parietal	5	3.6853523346452217	0.00022838646921952802	0.0011454103708208095
grasping	3	2.4520787907717545	0.014203355780319362	0.03378468122503149
dorsal premotor	6	3.8391918082028607	0.0001234399703582635	0.0006873361985857855
cortex parietal	1	3.0686587732536617	0.0021502203538049055	0.006271476031930974
preparation	3	4.354967348234718	1.3308675427881717e-05	8.580593367976371e-05
cortex ppc	4	5.124048605429085	2.990438396942027e-07	3.0527391968783193e-06
spatial	8	6.507558703324398	7.638190713012967e-11	1.871356724688177e-09
frontal eye	6	6.140150370895622	8.244340094772641e-10	1.6832194360160812e-08
location	1	3.5374444891070036	0.000404019104006209	0.0016226996800249379
visuospatial	5	5.200312946342159	1.9895325593415184e-07	2.2156158047212364e-06
eye	5	3.6845777698104087	0.0002290820741641619	0.0011454103708208095
eye field	5	5.793134258869207	6.908483579030689e-09	9.956343981544228e-08
eye fields	6	5.174101323727304	2.2901053028166725e-07	2.4394599964786294e-06
parieto	2	2.531489313946991	0.011357927824552146	0.028394819561380364
space	1	3.5374444891070036	0.000404019104006209	0.0016226996800249379
attention	5	5.875970513052167	4.203731542672703e-09	6.866094853032082e-08
parietal network	3	2.4381305202279995	0.01476344238376111	0.03477926330789877
wm task	1	3.5374444891070036	0.000404019104006209	0.0016226996800249379
shifts	1	2.39972071969345	0.016407584744659063	0.038284364404204484
attentional	7	7.594802961575637	3.082611290414175e-14	3.776198830757364e-12
frontoparietal	3	2.798449966826266	0.0051348524027169	0.013824602622699347
orienting	4	4.507570256328403	6.557422095942806e-06	5.0205262922062104e-05
fronto parietal	9	6.965444580668811	3.273682755924629e-12	1.1457889645736202e-10
dominant	2	3.1347926539660533	0.0017197561959183703	0.005349983770440536
planning	5	5.327906025759451	9.935150156886569e-08	1.2811114675985314e-06
saccades	3	2.745353106727535	0.006044582097407787	0.015923899073816215
saccade	3	3.785149781384519	0.0001536160288847514	0.000836353935039202
spl	3	4.527405047815068	5.9712417401252795e-06	4.876514087768978e-05
rehearsal	2	2.7127742301289985	0.006672254834148105	0.017276655333233432
goal directed	1	3.280961121737491	0.0010345400336738493	0.003569891665494269
response time	1	3.280961121737491	0.0010345400336738493	0.003569891665494269
fixation	3	4.219752462238113	2.4457070672197213e-05	0.00014979955786720793
target	2	2.4853892808444975	0.01294098357078776	0.031083735047480406
preparatory	2	3.1624811118647553	0.0015643088323321554	0.005042837683176028
imitation	2	3.046962672357073	0.0023116641460598952	0.006663031950407934
spatial attention	2	3.315663322193501	0.0009142590089832131	0.003393840260619503
posterior inferior	1	3.5901098714230026	0.00033053860603918705	0.0014052509376291083
performance	1	3.5901098714230026	0.00033053860603918705	0.0014052509376291083
interference	2	3.1936612938834386	0.0014048083527396786	0.004609623572253473
gyrus inferior	1	3.5901098714230026	0.00033053860603918705	0.0014052509376291083
ba 44	1	2.336347060718171	0.019473160655103287	0.04417522556018801
difficult	1	3.5901098714230026	0.00033053860603918705	0.0014052509376291083
letters	1	3.5901098714230026	0.00033053860603918705	0.0014052509376291083
memory load	3	3.375551475188178	0.0007366790967583424	0.002776713518550675
judgment	1	2.336347060718171	0.019473160655103287	0.04417522556018801
dorsal ventral	1	3.5901098714230026	0.00033053860603918705	0.0014052509376291083
decision task	1	3.5901098714230026	0.00033053860603918705	0.0014052509376291083
gain	3	2.630131530366102	0.00853518384365627	0.021782500434331106
parietal occipital	1	3.12292942155967	0.001790606812963768	0.005349983770440536
perceptual	1	3.12292942155967	0.001790606812963768	0.005349983770440536
frontoparietal network	2	2.9119559946419638	0.003591732319623912	0.009887353014695037
parietal frontal	3	3.528208526780776	0.00041838242748707267	0.0016532853989408517
rotation	2	2.491273451113672	0.012728611314071088	0.031083735047480406
