Birth	Death	1DHole
0.9654415849840093	0.9790660629589191	[[26,39], [26,29], [27,28], [28,29], [27,130], [39,130]]
0.8895375993369791	0.9803617048833303	[[61,63], [167,172], [86,172], [36,68], [61,81], [68,86], [81,93], [63,167], [36,93]]
0.9645161655625272	0.9834320493967965	[[17,155], [53,124], [17,124], [53,155]]
0.9662266135325442	0.9871927265759779	[[111,113], [12,113], [13,111], [12,13]]
0.8737547007244826	0.9892842032852561	[[35,40], [40,41], [35,37], [36,41], [36,37]]
0.9857520176293775	0.9921101654341623	[[165,195], [156,195], [140,156], [140,165]]
0.9773097685835700	0.9980027760199349	[[15,71], [14,15], [14,155], [71,155]]
0.9534461710588773	1.0060856975176247	[[61,94], [91,180], [91,94], [61,180]]
1.0050412966353184	1.0068072146472604	[[14,148], [14,155], [155,189], [148,189]]
0.9342255619413489	1.0160962511945273	[[14,164], [31,45], [14,155], [45,164], [53,155], [31,84], [84,189], [53,157], [157,189]]
1.0024130735368506	1.0171593183769507	[[93,98], [81,198], [98,198], [81,93]]
1.0019252233564093	1.0172799713764085	[[63,76], [91,167], [76,91], [63,167]]
1.0064840145213088	1.0239300023650144	[[1,6], [102,111], [1,102], [6,105], [105,111]]
1.0129090880825546	1.0249047953640575	[[37,86], [65,86], [65,67], [37,67]]
0.9743282568951273	1.0267871256023322	[[61,63], [61,94], [91,94], [63,167], [91,167]]
0.9776892075661204	1.0345155533271977	[[33,34], [137,140], [140,149], [33,149], [34,137]]
0.9547800923842934	1.0391859432959683	[[33,34], [24,44], [33,44], [24,34]]
0.9959049286460887	1.0397701309133771	[[77,189], [53,189], [14,155], [43,77], [53,155], [14,43]]
1.0032463520563342	1.0415687471809159	[[51,144], [17,20], [14,17], [20,144], [14,51]]
1.0347352998948236	1.0419710785038148	[[21,155], [21,52], [45,155], [45,52]]
1.0007547030208050	1.0432390601194030	[[1,6], [6,8], [1,13], [8,13]]
1.0001096102524547	1.0455178460790355	[[1,6], [6,8], [102,111], [13,111], [1,102], [8,13]]
1.0447125330625708	1.0481095609025568	[[52,130], [125,130], [21,125], [21,52]]
0.9903454773367563	1.0500638781290663	[[181,190], [81,181], [81,83], [83,190]]
1.0369561985651021	1.0523995507667023	[[21,155], [21,122], [45,122], [45,155]]
1.0032463520563342	1.0523995507667023	[[21,155], [21,122], [122,177], [155,177]]
0.9111376414361647	1.0552922906438142	[[36,37], [68,69], [35,37], [84,86], [36,69], [31,35], [31,84], [68,86]]
1.0180492356937887	1.0609916673005952	[[125,130], [28,130], [21,125], [52,142], [131,142], [28,131], [21,52]]
1.0291849237988056	1.0622955461879922	[[125,130], [27,130], [25,27], [23,25], [23,125]]
1.0542187178688540	1.0631192254601418	[[167,169], [31,169], [84,167], [31,84]]
1.0542567835313101	1.0631573620509374	[[135,147], [113,147], [110,135], [110,113]]
1.0480715478871738	1.0636607922184693	[[61,63], [61,92], [90,91], [90,92], [63,91]]
1.0470681257160295	1.0647593596531479	[[49,164], [31,45], [31,49], [45,164]]
0.9829175974282073	1.0699578309955828	[[39,142], [28,39], [131,142], [28,131]]
1.0320537412978545	1.0704390043591727	[[61,92], [68,69], [69,92], [61,68]]
1.0605799879823039	1.0707903642310646	[[72,178], [72,155], [14,155], [51,178], [14,51]]
1.0133383842562211	1.0714625939428457	[[61,92], [61,81], [83,87], [81,83], [90,92], [87,90]]
1.0596042946428679	1.0752224662131489	[[5,106], [9,112], [9,95], [5,95], [106,112]]
1.0673617679993053	1.0811729313159355	[[87,88], [87,93], [93,94], [88,94]]
1.0663313325162340	1.0820070744947787	[[157,179], [155,157], [71,155], [71,179]]
1.0321218930304548	1.0827647868984449	[[2,45], [31,45], [2,30], [31,35], [30,35]]
1.0424645577679865	1.0827647868984449	[[2,34], [2,30], [35,62], [34,62], [30,35]]
1.0608239419097139	1.0847475110391127	[[75,76], [84,91], [76,91], [75,84]]
1.0629132928920872	1.0859190573675752	[[24,39], [2,34], [2,39], [24,34]]
0.9913548046556310	1.0891361218395472	[[87,90], [61,175], [90,194], [83,87], [61,81], [81,83], [175,194]]
1.0873129310497629	1.0906302700685055	[[81,87], [87,89], [81,94], [89,94]]
1.0467717050301764	1.0908295137404329	[[177,179], [91,179], [84,91], [71,177], [71,155], [155,189], [84,189]]
1.0415839287743849	1.0908295137404329	[[169,173], [84,91], [91,179], [169,189], [84,189], [173,179]]
0.9815983638853607	1.0920097630246250	[[98,199], [112,199], [198,199], [176,199], [70,98], [70,176], [112,198]]
1.0592384603833476	1.0941561603240375	[[39,142], [139,142], [139,141], [140,141], [39,140]]
1.0369865267669220	1.0944168364919895	[[155,189], [155,157], [51,195], [169,173], [51,157], [173,195], [169,189]]
1.0554750513474698	1.0962648266747614	[[15,147], [52,130], [15,21], [28,130], [28,131], [21,52], [131,147]]
1.0575925520961382	1.0981132562719833	[[105,108], [9,108], [6,9], [6,105]]
1.0315388570166504	1.0998393533038511	[[169,173], [84,91], [91,180], [173,194], [84,189], [180,194], [169,189]]
1.0099356988782398	1.1020569561345575	[[93,98], [32,70], [70,98], [32,41], [41,93]]
1.0238544482132688	1.1028321019893961	[[31,45], [45,164], [34,62], [31,35], [24,34], [24,164], [35,62]]
1.1014276810570522	1.1044133046073794	[[42,134], [13,32], [32,36], [13,114], [114,134], [36,42]]
1.0893966170537424	1.1113246145985529	[[190,193], [161,190], [184,193], [161,184]]
1.1051733022215042	1.1114475259403562	[[169,173], [171,194], [173,194], [169,171]]
1.1169031136970049	1.1178946183586327	[[146,172], [145,166], [145,146], [166,172]]
1.1183327507564089	1.1205082653701430	[[61,183], [60,182], [60,61], [182,183]]
1.0466805028072719	1.1214539203771532	[[8,10], [12,13], [10,12], [8,13]]
1.0394362989725106	1.1241913036027291	[[76,77], [77,189], [84,91], [76,91], [84,189]]
1.0751613101070372	1.1254217564117805	[[7,10], [10,58], [7,164], [58,164]]
1.0354704053783690	1.1276214337229944	[[8,13], [7,17], [15,186], [113,147], [124,186], [12,111], [111,113], [17,124], [12,13], [7,10], [8,10], [15,147]]
1.0836756922815827	1.1314523232625953	[[87,88], [161,190], [88,193], [83,87], [184,193], [83,190], [161,184]]
1.1292059987037646	1.1330833816978172	[[57,160], [160,161], [57,58], [58,161]]
1.1163036390706220	1.1330910756811383	[[14,20], [140,174], [150,174], [20,150], [14,140]]
1.0226231438894908	1.1342528993245542	[[173,194], [87,89], [61,91], [61,81], [91,180], [173,179], [83,87], [81,83], [89,179], [180,194]]
1.0607400813721122	1.1349454065063895	[[2,30], [13,38], [32,38], [2,104], [32,35], [13,104], [30,35]]
1.1109021179429099	1.1356379348319794	[[113,131], [32,70], [13,32], [13,113], [70,131]]
1.0951452440271920	1.1360226816565222	[[145,166], [171,194], [61,194], [145,171], [61,166]]
1.1420947215093078	1.1425103420704117	[[107,110], [107,127], [7,110], [7,127]]
0.9768931929258615	1.1458739494573906	[[35,40], [144,157], [31,35], [31,84], [84,189], [40,144], [157,189]]
1.1414405138945527	1.1487066380324531	[[73,90], [90,91], [73,84], [84,91]]
1.1201623108843570	1.1487066380324531	[[31,173], [73,84], [173,193], [31,84], [73,193]]
1.0898256891984932	1.1495610866322257	[[2,134], [2,35], [34,35], [34,137], [134,137]]
1.0735027005524596	1.1506541771128680	[[167,175], [80,182], [167,172], [61,91], [61,175], [91,179], [80,179], [172,182]]
1.1346376228827086	1.1507465514948712	[[114,139], [1,139], [13,114], [1,13]]
1.0763233868676452	1.1515856220505361	[[57,160], [162,163], [55,160], [55,161], [58,161], [58,163], [57,162]]
1.1380773311100743	1.1541490459825334	[[68,95], [68,168], [112,168], [95,112]]
1.0737014024021061	1.1544569660686275	[[139,142], [114,139], [32,36], [32,38], [36,38], [13,38], [13,111], [38,142], [111,114]]
1.1314061631919583	1.1550959003379353	[[145,174], [140,174], [140,141], [141,145]]
1.0220416350863708	1.1559118880748303	[[90,92], [87,88], [173,193], [173,194], [184,193], [169,189], [84,189], [31,84], [83,190], [88,90], [83,87], [180,194], [55,190], [61,92], [61,91], [55,161], [91,180], [31,169], [161,184]]
1.1091124622332511	1.1573360125371401	[[141,176], [145,199], [145,166], [176,199], [141,166]]
1.1256370959036626	1.1611695235307045	[[3,28], [29,118], [3,118], [28,29]]
1.0035016359381437	1.1614158475782395	[[16,17], [13,38], [31,45], [31,35], [8,10], [24,39], [7,16], [15,26], [15,17], [32,38], [26,39], [45,164], [7,10], [24,164], [8,13], [32,35]]
1.1061867304623696	1.1614158475782395	[[39,159], [54,64], [2,39], [54,104], [2,104], [64,159]]
0.9650565681283013	1.1630554169649199	[[36,38], [24,39], [31,45], [45,164], [31,35], [38,142], [39,142], [36,62], [24,164], [35,62]]
1.1357995277383099	1.1636865997155574	[[53,129], [20,150], [129,150], [20,53]]
1.1457430950074277	1.1638405455229539	[[3,28], [2,24], [27,28], [3,13], [24,27], [2,13]]
1.0784264148672424	1.1639944908410005	[[66,166], [83,112], [83,85], [61,81], [66,85], [61,166], [81,112]]
1.0536782197077139	1.1646718442172166	[[145,175], [61,183], [31,45], [80,179], [63,183], [60,182], [167,175], [63,91], [45,165], [63,167], [91,179], [61,91], [90,194], [60,165], [173,194], [80,182], [145,166], [169,173], [61,166], [61,63], [90,91], [31,169]]
1.1264600278106962	1.1647257241647841	[[60,62], [61,94], [60,61], [32,94], [32,62]]
1.0553075204265907	1.1659033688290661	[[47,50], [13,38], [47,51], [52,142], [38,142], [13,50], [51,52]]
1.1533715484371105	1.1660188223573917	[[5,61], [76,187], [61,76], [5,191], [187,191]]
1.1155889208672860	1.1664575426238588	[[3,28], [7,148], [113,131], [131,148], [7,29], [103,113], [28,29], [3,103]]
1.1485372889813348	1.1669578314073989	[[60,62], [30,65], [60,65], [30,62]]
1.0356068320920424	1.1688588630642027	[[140,165], [31,45], [14,15], [45,165], [90,92], [39,142], [14,155], [90,194], [17,140], [61,92], [139,141], [24,140], [173,194], [139,142], [169,173], [61,166], [15,140], [17,155], [24,39], [31,169], [141,166]]
1.1257524575799727	1.1728760276937769	[[61,66], [36,61], [66,139], [36,139]]
1.1742149420351164	1.1767463459525136	[[5,36], [0,139], [0,5], [36,139]]
1.1472286968736769	1.1767463459525136	[[5,36], [5,106], [106,139], [36,139]]
1.1639021237093579	1.1776234159479195	[[35,40], [35,49], [20,49], [1,40], [20,121], [1,121]]
1.1766924895055446	1.1780773224925050	[[108,118], [9,108], [9,117], [117,118]]
1.1563275793196097	1.1787773940865707	[[39,64], [64,67], [2,67], [2,39]]
1.1714446928278683	1.1796005207944735	[[21,27], [40,52], [21,52], [27,40]]
1.1566201024182634	1.1799312992893223	[[63,65], [57,65], [63,90], [57,90]]
1.1315292569588866	1.1828387933308337	[[54,79], [41,79], [81,190], [41,81], [54,190]]
1.1809235967393417	1.1853074323040094	[[137,146], [146,177], [118,177], [118,137]]
1.1312138307574457	1.1874681045228077	[[108,118], [7,11], [11,112], [7,118], [108,112]]
1.1325986665437655	1.1881754384214407	[[58,173], [31,173], [31,45], [58,164], [14,164], [14,45]]
1.0881478615416498	1.1883061372589185	[[8,10], [105,108], [7,118], [8,105], [7,10], [108,118]]
1.1668423807553070	1.1893363052778601	[[160,194], [161,193], [160,161], [193,194]]
1.1110787962681181	1.1894593048469031	[[11,15], [78,80], [177,179], [11,78], [80,179], [15,177]]
1.0307893725451118	1.1903894498450114	[[7,15], [26,39], [6,8], [1,105], [17,140], [24,140], [84,91], [145,199], [9,95], [61,92], [14,15], [180,194], [169,189], [145,166], [1,6], [61,166], [8,10], [84,189], [15,26], [91,180], [15,140], [31,45], [6,105], [17,155], [24,39], [7,10], [14,155], [45,165], [31,169], [140,165], [112,199], [90,194], [90,92], [95,112], [6,9]]
1.1251525862948422	1.1968061932009448	[[21,192], [21,155], [155,179], [89,192], [89,179]]
1.1463203965708177	1.1977741379422699	[[160,161], [193,194], [63,194], [184,193], [63,90], [57,160], [161,184], [57,90]]
1.1092430272068319	1.1979431347224194	[[170,190], [141,170], [141,166], [61,190], [61,166]]
1.1820619739642784	1.1991106707271295	[[162,163], [175,196], [163,196], [63,175], [57,162], [57,63]]
1.1853228119340258	1.1991106707271295	[[162,171], [63,175], [171,175], [57,162], [57,63]]
1.0959043953378056	1.2010536933550282	[[8,13], [36,81], [8,104], [2,39], [64,159], [39,159], [54,64], [54,190], [13,38], [36,41], [81,190], [2,104], [41,79], [38,79]]
1.0578744496916199	1.2030961206600341	[[32,35], [17,21], [55,160], [36,41], [7,10], [38,41], [36,81], [81,190], [2,30], [10,58], [54,190], [24,34], [2,34], [54,160], [32,38], [55,161], [7,17], [24,44], [58,161], [8,104], [30,35], [13,104], [21,44], [8,13]]
1.1549188462746587	1.2068495810494657	[[58,160], [85,160], [158,163], [58,163], [85,158]]
1.1693745082018789	1.2087985702153892	[[15,71], [70,176], [38,70], [38,52], [71,176], [15,52]]
1.1973593157074542	1.2119742439235837	[[57,160], [100,162], [57,162], [158,160], [100,158]]
1.2135309143518180	1.2141826246105889	[[112,123], [7,123], [7,11], [11,112]]
1.1080526458589368	1.2158767956928600	[[7,15], [7,17], [11,15], [10,58], [14,151], [58,161], [161,184], [10,17], [151,184], [14,43], [11,78], [43,78]]
1.1215154287003588	1.2184747514905143	[[7,15], [7,10], [146,150], [145,146], [39,140], [10,39], [20,150], [141,145], [15,20], [140,141]]
1.1628090996746387	1.2189497869523811	[[11,16], [59,89], [14,151], [89,120], [11,78], [14,78], [59,151], [16,120]]
1.1836309553912261	1.2268134277663307	[[13,79], [78,135], [78,79], [13,135]]
1.2248159152779017	1.2270123772228865	[[112,123], [123,136], [87,136], [87,112]]
1.2021747812474268	1.2292462693909056	[[103,106], [0,5], [9,106], [0,3], [5,9], [3,103]]
1.1593759519915288	1.2304776001388915	[[61,81], [7,11], [61,95], [16,120], [9,108], [11,16], [7,108], [9,95], [81,89], [89,120]]
1.1489606623290836	1.2306687765763527	[[166,171], [99,101], [101,171], [95,197], [9,99], [9,95], [166,197]]
1.2088829646598158	1.2314028335879135	[[54,158], [8,54], [8,100], [100,158]]
1.2111075831785854	1.2324043593195464	[[30,57], [30,134], [57,100], [100,134]]
1.2307605389601393	1.2425999223039597	[[101,171], [4,101], [134,171], [4,134]]
1.2072639719403242	1.2469009509247215	[[13,49], [4,151], [14,49], [2,4], [14,151], [2,13]]
1.2469009509247215	1.2494004188028502	[[36,88], [6,9], [6,88], [9,36]]
1.2287031759519582	1.2514492444475929	[[67,92], [87,92], [87,88], [50,88], [50,67]]
1.2474497325770579	1.2608125074677268	[[0,8], [0,163], [10,163], [7,10], [7,8]]
1.2522867782384242	1.2617468896871598	[[56,65], [56,104], [54,65], [54,113], [104,113]]
1.2555211667662567	1.2734412901983878	[[75,184], [59,184], [59,188], [75,188]]
1.2656946363843118	1.2747282441328012	[[42,132], [101,132], [36,42], [36,101]]
1.2811255160149098	1.2942731539683583	[[20,56], [2,135], [2,20], [54,56], [54,135]]
1.2606605544619487	1.3170102545187401	[[56,65], [56,73], [73,161], [2,20], [7,161], [7,24], [20,24], [10,135], [54,65], [54,135], [2,10]]
